restaurent_id,restaurent_name,quantity,unit,product,corrections ,date,original text,need_attention,Message
1,Spice Merchant,3,Box,Garlic,,05/11/2025,,,
------------------------------------,,,,,,05/11/2025,,,
1,Spice Merchant,1,Box,Mix Pieces NO 437 Mix Kg NO 438 mix flour,Product corrected from '1bx Mix Pepper' to 'Mix Pieces NO 437 Mix Kg NO 438 mix flour',05/11/2025,,,
-------------,,,,,,05/11/2025,,,
1,Spice Merchant,1,Box,Mix Pieces NO 437 Mix Kg NO 438 mix flour,Product corrected from '1bx Mix Pepper' to 'Mix Pieces NO 437 Mix Kg NO 438 mix flour',05/11/2025,,,
----------------,,,,,,05/11/2025,,,
1,Spice Merchant,1,Box,Paper(mix cap),Product corrected from '1bx Mix Pepper' to 'Paper(mix cap)',05/11/2025,,,
--------------------,,,,,,05/11/2025,,,
1,Spice Merchant,7,Box,Mango Pakistani,,05/11/2025,,,
1,Spice Merchant,3,Bag,Baby Corn,,05/11/2025,,,
1,Spice Merchant,9,Box,Ginger,,05/11/2025,,,
1,Spice Merchant,2,Box,Kebab,,05/11/2025,,,
1,Spice Merchant,5,Box,Cauliflower Baby,,05/11/2025,,,
1,Spice Merchant,8,Box,Banana Leaf,,05/11/2025,,,
1,Spice Merchant,4,Box,Coriander,,05/11/2025,,,
1,Spice Merchant,6,Box,Duck,,05/11/2025,,,
1,Spice Merchant,2,Box,Blackberry,,05/11/2025,,,
1,Spice Merchant,10,Bag,Carrot Net,,05/11/2025,,,
1,Spice Merchant,3,Box,Chapati,,05/11/2025,,,
1,Spice Merchant,5,Box,Lotus Root,,05/11/2025,,,
1,Spice Merchant,8,Box,Banana,,05/11/2025,,,
1,Spice Merchant,4,Box,Egg Large,,05/11/2025,,,
1,Spice Merchant,9,Box,Grapes white,,05/11/2025,,,
1,Spice Merchant,3,Box,Medjool,,05/11/2025,,,
1,Spice Merchant,6,Bag,Cabbage Red,,05/11/2025,,,
1,Spice Merchant,2,Box,Drum Stick,,05/11/2025,,,
1,Spice Merchant,5,Kilogram,Amla,,05/11/2025,,,
1,Spice Merchant,8,Box,Mr Naga,,05/11/2025,,,
1,Spice Merchant,4,Box,Guava,,05/11/2025,,,
1,Spice Merchant,2,Bag,leek,,05/11/2025,,,
1,Spice Merchant,6,Box,Baby Jam,,05/11/2025,,,
1,Spice Merchant,3,Box,Almond powder,,05/11/2025,,,
1,Spice Merchant,7,Bag,Brocoli,Product corrected from '7bg Broccoli' to 'Brocoli',05/11/2025,,,
1,Spice Merchant,4,Box,Mango Chaunsa,,05/11/2025,,,
1,Spice Merchant,10,Box,Garlic Peeled,,05/11/2025,,,
1,Spice Merchant,3,Bag,Aubargine,Product corrected from '3bg Aubergine' to 'Aubargine',05/11/2025,,,
1,Spice Merchant,8,Box,Kiwi,,05/11/2025,,,
1,Spice Merchant,5,Kilogram,Beetroot cooked,,05/11/2025,,,
1,Spice Merchant,2,Box,Bindi,,05/11/2025,,,
1,Spice Merchant,9,Box,Mushroom Button,,05/11/2025,,,
1,Spice Merchant,7,Bag,Avacado,Product corrected from '7 bg Avocado' to 'Avacado',05/11/2025,,,
1,Spice Merchant,7,Bag,Avacado,Product corrected from '7bg Avocado' to 'Avacado',05/11/2025,,,
----------------------------,,,,,,05/11/2025,,,
1,Spice Merchant,7,Box,Mango Pakistani,,05/11/2025,,,
1,Spice Merchant,3,Bag,Baby Corn,,05/11/2025,,,
1,Spice Merchant,9,Box,Ginger,,05/11/2025,,,
1,Spice Merchant,2,Kilogram,Kebab,,05/11/2025,,,
1,Spice Merchant,5,Box,Cauliflower Baby,,05/11/2025,,,
1,Spice Merchant,8,Box,Banana Leaf,,05/11/2025,,,
1,Spice Merchant,4,Box,Coriander,,05/11/2025,,,
1,Spice Merchant,6,Box,Duck,,05/11/2025,,,
1,Spice Merchant,2,Box,Blackberry,,05/11/2025,,,
1,Spice Merchant,10,Bag,Carrot Net,,05/11/2025,,,
1,Spice Merchant,3,Bag,Chapati,,05/11/2025,,,
1,Spice Merchant,7,Bag,Avacado,Product corrected from '7bg Avocado' to 'Avacado',06/11/2025,,,
1,Spice Merchant,5,Box,Lotus Root,,06/11/2025,,,
1,Spice Merchant,8,Box,Banana,,06/11/2025,,,
1,Spice Merchant,4,Box,Egg Large,,06/11/2025,,,
1,Spice Merchant,9,Box,Grapes white,,06/11/2025,,,
1,Spice Merchant,3,Box,Medjool,,06/11/2025,,,
1,Spice Merchant,6,Bag,Cabbage Red,,06/11/2025,,,
1,Spice Merchant,2,Box,Drum Stick,,06/11/2025,,,
1,Spice Merchant,5,Kilogram,Amla,,06/11/2025,,,
1,Spice Merchant,8,Box,Mr Naga,,06/11/2025,,,
1,Spice Merchant,4,Box,Guava,,06/11/2025,,,
1,Spice Merchant,2,Bag,leek,,06/11/2025,,,
1,Spice Merchant,6,Box,Baby Jam,,06/11/2025,,,
1,Spice Merchant,3,Box,Almond powder,,06/11/2025,,,
1,Spice Merchant,7,Bag,Brocoli,Product corrected from '7bg Broccoli' to 'Brocoli',06/11/2025,,,
1,Spice Merchant,4,Box,Mango Chaunsa,,06/11/2025,,,
1,Spice Merchant,10,Box,Garlic Peeled,,06/11/2025,,,
1,Spice Merchant,3,Bag,Aubargine,Product corrected from '3bg Aubergine' to 'Aubargine',06/11/2025,,,
1,Spice Merchant,8,Box,Kiwi,,06/11/2025,,,
1,Spice Merchant,5,Kilogram,Beetroot cooked,,06/11/2025,,,
1,Spice Merchant,2,Bag,Bindi,,06/11/2025,,,
1,Spice Merchant,9,Box,Mushroom Button,,06/11/2025,,,
--------------------------,,,,,,06/11/2025,,,
1,Spice Merchant,7,Box,Mint Leaf,,06/11/2025,,,
-------,,,,,,06/11/2025,,,
1,Spice Merchant,2,Bag,Bindi,,06/11/2025,,,
1,Spice Merchant,9,Box,chopped tomato,,06/11/2025,,,
------------------------,,,,,,06/11/2025,,,
1,Spice Merchant,7,Box,Mango Pakistani,,06/11/2025,,,
1,Spice Merchant,9,Kilogram,Ginger,,06/11/2025,,,
1,Spice Merchant,2,Box,Kebab,,06/11/2025,,,
1,Spice Merchant,5,Box,Cauliflower Baby,,06/11/2025,,,
1,Spice Merchant,4,Bag,Coriander,,06/11/2025,,,
1,Spice Merchant,6,Bag,Duck,,06/11/2025,,,
1,Spice Merchant,2,Box,Blackberry,,06/11/2025,,,
1,Spice Merchant,10,Bag,Carrot Net,,06/11/2025,,,
1,Spice Merchant,7,Box,Avacado,Product corrected from '7bx Avocado' to 'Avacado',06/11/2025,,,
1,Spice Merchant,5,Kilogram,Lotus Root,,06/11/2025,,,
1,Spice Merchant,8,Kilogram,Banana,,06/11/2025,,,
1,Spice Merchant,4,Box,Egg Large,,06/11/2025,,,
1,Spice Merchant,9,Box,Grapes white,,06/11/2025,,,
1,Spice Merchant,3,Box,Medjool,,06/11/2025,,,
1,Spice Merchant,6,Kilogram,Cabbage Red,,06/11/2025,,,
1,Spice Merchant,2,Kilogram,Drum Stick,,06/11/2025,,,
1,Spice Merchant,5,Kilogram,Amla,,07/11/2025,,,
1,Spice Merchant,8,Box,Mr Naga,,07/11/2025,,,
1,Spice Merchant,4,Kilogram,Guava,,07/11/2025,,,
1,Spice Merchant,9,Box,chopped tomato,,07/11/2025,,,
1,Spice Merchant,2,Bag,leek,,07/11/2025,,,
1,Spice Merchant,6,Box,Baby Jam,,07/11/2025,,,
1,Spice Merchant,3,Kilogram,Almond powder,,07/11/2025,,,
1,Spice Merchant,7,Box,Brocoli,Product corrected from '7bx Broccoli' to 'Brocoli',07/11/2025,,,
1,Spice Merchant,4,Box,Mango Chaunsa,,07/11/2025,,,
1,Spice Merchant,10,Bag,Garlic Peeled,,07/11/2025,,,
1,Spice Merchant,3,Box,Aubargine,Product corrected from '3bx Aubergine' to 'Aubargine',07/11/2025,,,
1,Spice Merchant,8,Box,Kiwi,,07/11/2025,,,
1,Spice Merchant,5,Box,Beetroot cooked,,07/11/2025,,,
1,Spice Merchant,2,Box,Bindi,,07/11/2025,,,
1,Spice Merchant,9,Box,Mushroom Button,,07/11/2025,,,
1,Spice Merchant,4,Bag,Onion,,07/11/2025,,,
1,Spice Merchant,6,Bag,Potato White,Product corrected from '6bg Potato' to 'Potato White',07/11/2025,,,
---------------------------,,,,,,07/11/2025,,,
1,Spice Merchant,7,Box,Mango Pakistani,,07/11/2025,,,
1,Spice Merchant,3,Pieces,Baby Corn,,07/11/2025,,,
1,Spice Merchant,9,Kilogram,Ginger,,07/11/2025,,,
1,Spice Merchant,2,Box,Kebab,,07/11/2025,,,
1,Spice Merchant,5,Box,Cauliflower Baby,,07/11/2025,,,
1,Spice Merchant,8,Pieces,Banana Leaf,,07/11/2025,,,
1,Spice Merchant,4,Bag,Coriander,,07/11/2025,,,
1,Spice Merchant,2,Box,Blackberry,,07/11/2025,,,
1,Spice Merchant,10,Bag,Carrot Net,,07/11/2025,,,
1,Spice Merchant,3,Pieces,Chapati,,07/11/2025,,,
1,Spice Merchant,7,Box,Avacado,,07/11/2025,,,
1,Spice Merchant,5,Kilogram,Lotus Root,,07/11/2025,,,
1,Spice Merchant,8,Kilogram,Banana,,07/11/2025,,,
1,Spice Merchant,4,Box,Egg Large,,07/11/2025,,,
1,Spice Merchant,9,Box,Grapes white,,07/11/2025,,,
1,Spice Merchant,3,Box,Medjool,,07/11/2025,,,
1,Spice Merchant,6,Kilogram,Cabbage Red,,07/11/2025,,,
1,Spice Merchant,2,Kilogram,Drum Stick,,07/11/2025,,,
1,Spice Merchant,5,Kilogram,Amla,,07/11/2025,,,
1,Spice Merchant,8,Box,Mr Naga,,07/11/2025,,,
1,Spice Merchant,4,Kilogram,Guava,,07/11/2025,,,
1,Spice Merchant,9,Box,chopped tomato,,07/11/2025,,,
1,Spice Merchant,2,Bag,leek,,07/11/2025,,,
1,Spice Merchant,6,Box,Baby Jam,,07/11/2025,,,
1,Spice Merchant,3,Kilogram,Almond powder,,07/11/2025,,,
1,Spice Merchant,7,Box,Brocoli,,07/11/2025,,,
1,Spice Merchant,4,Box,Mango Chaunsa,,07/11/2025,,,
1,Spice Merchant,10,Bag,Garlic Peeled,,07/11/2025,,,
1,Spice Merchant,3,Box,Aubargine,Product corrected from '3bx Aubergine' to 'Aubargine',07/11/2025,,,
1,Spice Merchant,8,Box,Kiwi,,07/11/2025,,,
1,Spice Merchant,5,Box,Beetroot cooked,,07/11/2025,,,
1,Spice Merchant,2,Box,Bindi,,07/11/2025,,,
1,Spice Merchant,9,Box,Mushroom Button,,07/11/2025,,,
1,Spice Merchant,4,Bag,Onion,,07/11/2025,,,
1,Spice Merchant,6,Bag,Potato White,Product corrected from '6bg Potato' to 'Potato White',07/11/2025,,,
1,Spice Merchant,6,Box,Duck,,07/11/2025,,,
--------------------------------------,,,,,,07/11/2025,,,
2,My Test Restaurant,7,Box,Mango Pakistani,,07/11/2025,,,
2,My Test Restaurant,3,Pieces,Baby Corn,,07/11/2025,,,
2,My Test Restaurant,9,Kilogram,Ginger,,07/11/2025,,,
2,My Test Restaurant,2,Box,Kebab,,07/11/2025,,,
2,My Test Restaurant,5,Box,Cauliflower Baby,,07/11/2025,,,
2,My Test Restaurant,8,Pieces,Banana Leaf,,07/11/2025,,,
2,My Test Restaurant,4,Bag,Coriander,,07/11/2025,,,
2,My Test Restaurant,2,Box,Blackberry,,07/11/2025,,,
2,My Test Restaurant,10,Bag,Carrot Net,,07/11/2025,,,
2,My Test Restaurant,3,Pieces,Chapati,,07/11/2025,,,
2,My Test Restaurant,7,Box,Avocado,,07/11/2025,,,
2,My Test Restaurant,5,Kilogram,Lotus Root,,07/11/2025,,,
2,My Test Restaurant,8,Kilogram,Banana,,07/11/2025,,,
2,My Test Restaurant,4,Box,Egg Large,,07/11/2025,,,
2,My Test Restaurant,9,Box,Grapes white,,07/11/2025,,,
2,My Test Restaurant,3,Box,Medjool,,07/11/2025,,,
2,My Test Restaurant,6,Kilogram,Cabbage Red,,07/11/2025,,,
2,My Test Restaurant,2,Kilogram,Drum Stick,,07/11/2025,,,
2,My Test Restaurant,5,Kilogram,Amla,,07/11/2025,,,
2,My Test Restaurant,8,Box,Mr Naga,,07/11/2025,,,
2,My Test Restaurant,4,Kilogram,Guava,,07/11/2025,,,
2,My Test Restaurant,9,Box,chopped tomato,,07/11/2025,,,
2,My Test Restaurant,2,Bag,leek,,07/11/2025,,,
2,My Test Restaurant,6,Box,Baby Jam,,07/11/2025,,,
2,My Test Restaurant,3,Kilogram,Almond powder,,07/11/2025,,,
2,My Test Restaurant,7,Box,Brocoli,,07/11/2025,,,
2,My Test Restaurant,4,Box,Mango Chaunsa,,07/11/2025,,,
2,My Test Restaurant,10,Bag,Garlic Peeled,,07/11/2025,,,
2,My Test Restaurant,3,Box,Aubargine,,07/11/2025,,,
2,My Test Restaurant,8,Box,Kiwi,,07/11/2025,,,
2,My Test Restaurant,5,Box,Beetroot cooked,,07/11/2025,,,
2,My Test Restaurant,2,Box,Bindi,,07/11/2025,,,
2,My Test Restaurant,9,Box,Mushroom Button,,07/11/2025,,,
2,My Test Restaurant,4,Bag,Onion,,07/11/2025,,,
2,My Test Restaurant,6,Bag,Potato White,Product corrected from '6bg Potato' to 'Potato White',07/11/2025,,,
---------------,,,,,,07/11/2025,,,
2,My Test Restaurant,3,Box,Tomato,Product corrected from '3bx Meatpotato' to 'Tomato',07/11/2025,,,
2,My Test Restaurant,2,Box,Coriander,,07/11/2025,,,
2,My Test Restaurant,2,Box,Coriander,Product corrected from '2bx Donia' to 'Coriander',07/11/2025,,,
2,My Test Restaurant,2,Box,Ghee,Product corrected from '2bx Dofohefeeddeqwd' to 'Ghee',07/11/2025,,,
2,My Test Restaurant,2,Box,Coriander,,07/11/2025,,,
999,India,3,Bag,Onion,,07/11/2025,3 onion,,
999,India,1,Box,Tomato,,07/11/2025,1 tom,,
,,,,,,07/11/2025,1 pot,,
,,,,,,,,,
,,,,,,,,,
,Desh,3,Box,Tomato,,07/11/2025,3bx Tomato,,
,Desh,3,Bag,Onion,,07/11/2025,3bg Onion,,
,Desh,1,Box,Aubargine,Product corrected from '1 box Aubergine' to 'Aubargine',07/11/2025,1 box Aubergine,,
,Indiya,1,Box,Tomato,,07/11/2025,1 box Tomato,,
,Indiya,1,Bag,Onion,,07/11/2025,1 bag Onion,,
,Indiya,3,Box,Potato White,Product corrected from '3box Potato' to 'Potato White',07/11/2025,3box Potato,,
,Bombai,3,Bag,Onion,,07/11/2025,3 onion,,
,Bombai,1,Box,Tomato,,07/11/2025,1 Tom,,
,Desh,8,Box,Labu,,07/11/2025,8p Labu,,
,Desh,1,Pieces,Lime,,07/11/2025,1p Lime,,
,Himalaya,3,Bag,Onion,,07/11/2025,3 Onion,,
,Himlaya,1,Bag,Onion,,07/11/2025,1 Onion,,
,Desh,1,Box,Tomato,,07/11/2025,1 Tom,,
,Tandoori,3,Kilogram,Onion,,10/11/2025,3 Onion,,
,Tandoori,1,Box,Tomato,,10/11/2025,1 Tom,,
,Desh,3,Bag,Onion,,10/11/2025,3 Onion,,
,Desh,4,Pieces,Lemon,,10/11/2025,4p Lemon,,
,Desh,1,Box,Coriander,Product corrected from '1bx Donia' to 'Coriander',10/11/2025,1bx Donia,,
,Bombai House,3,Box,Onion,,10/11/2025,3 Onion,,
,Bombai House,1,Box,Tomato,,10/11/2025,1 Tom,,
,Hemla,15,Bag,Onion,,10/11/2025,15 Onion,,
,Desh,3,Bag,3bag Onion,,11/11/2025,3 bag Onion,,
,Desh,1,Box,Tomato,Product corrected from '1bx Tomato' to 'Tomato',11/11/2025,1 box Tomato,,
,TestRestaurant,3,Bag,Onion,Product corrected from '3bg Onion' to 'Onion',11/11/2025,3 onion,,
,TestRestaurant,5,,,Missing unit; Unknown product: 5 xyz,11/11/2025,5 xyz,YES,
,TestRestaurant,2,Box,"""2bx Tomato"" -> ""2bx Tomatoes""","Product corrected from '2bx Tomato' to '""2bx Tomato"" -> ""2bx Tomatoes""'",11/11/2025,2 box tomato,NO,
,Bombai,3,,Onion,Product corrected from '3 Onion' to 'Onion'; Missing unit,11/11/2025,3 Onion,YES,
,Bombai,3,Box,Onion,,11/11/2025,3 Onion,NO,
,TestRestaurant,5,Kilogram,Tomato,,11/11/2025,5 kg tomato,NO,
,Tandoori,3,Bag,Onion,,11/11/2025,3 Onion,NO,
,Indiya,3,Bag,Onion,,11/11/2025,3 Onion,NO,
,Desh,3,Bag,Onion,,11/11/2025,3 Onion,NO,
,Spice hut,3,Box,Onion,,11/11/2025,3 Onion,NO,
,Spice hut,1,Box,Tomato,,11/11/2025,1 Tom,NO,
,Spice hut,2,Box,Coriander,Product corrected from '2 Box Donia' to 'Coriander',11/11/2025,2 Donia,NO,
,Spice hut,3,Bag,Carrot,,11/11/2025,3bg Carrot,NO,
,Spice hut,2,Kilogram,Green Bullet Chilli,Product corrected from '2kg R Chilli' to 'Green Bullet Chilli',11/11/2025,2kg R Chilli,NO,
,Spice Hut,,,,,11/11/2025,,NO,Please cancel the order
